(03/45/2018) WARN  -> Unable to locate file for Cactus (D:\OneDrive\771Programing\RacingGame\Resources\images\Cactus.png) [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:88]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
(24/10/2019) WARNING -> Error trying to draw bitmap: passed in bmp is an invalid bitmap pointer. [C:/Users/acain/Documents/Code/splashkit/coresdk/src/coresdk/images.cpp:226]
